,LOC,ADDR,CCTV_YN,CCTV_CNT,ROAD_BT,LATITUDE,LONGITUDE
1373,삼미초등학교,경기도 오산시 외삼미동 290-3번지,Y,2,6,37.19135566,127.0602693
1374,성호초등학교,경기도 오산시 오산동 862-1번지,Y,2,12,37.15047785,127.0709531
1375,수청초등학교,경기도 오산시 수청동 584번지,Y,3,18,37.1708567,127.0554744
1376,오산고현초등학교,경기도 오산시 고현동 92번지,Y,2,12,37.13341682,127.0851446
1377,오산원당초등학교,경기도 오산시 원동 30-22번지,Y,2,5,37.1422645,127.0909576
1378,오산원일초등학교,경기도 오산시 원동 360-19번지,Y,2,12,37.13920332,127.0716946
1379,운암초등학교,경기도 오산시 원동 815-5번지,Y,2,6,37.14385358,127.0762159
1380,운천초등학교,경기도 오산시 부산동 778-4번지,Y,1,12,37.15595067,127.0797617
1381,화성초등학교,경기도 오산시 수청동 47-1번지,Y,3,12,37.16477326,127.0691922
1382,은계초등학교,경기도 시흥시 대야동 584번지,Y,2,3,37.4475641,126.7979728
1383,도일초등학교,경기도 시흥시 거모동 1379번지,Y,2,5,37.3492103,126.7819357
1384,검바위초등학교,경기도 시흥시 은행동 262번지,Y,2,6,37.4327103,126.7996409
1385,군서초등학교,경기도 시흥시 정왕동 1175번지,Y,3,5,37.3474010,126.7513372
1386,시화초등학교,경기도 시흥시 정왕동 1418-2번지,Y,3,6,37.3391295,126.7515206
1387,배곧 해솔초등학교,경기도 시흥시 정왕동 2560번지,N,,35,37.3605495,126.7180891
1388,새빛유치원,경기도 시흥시 거모동 612-1번지,N,,8,37.3578640,126.7735613
1389,아이그루유치원,경기도 시흥시 대야동 458-3번지,Y,4, ,37.4470933,126.7890118
1390,다원유치원,경기도 시흥시 정왕동 1569-9번지,Y,1,6,37.3424435,126.7475958
1391,웃터골초등학교,경기도 시흥시 은행동 94-11번지,Y,2,7,37.4395785,126.7991572
1392,은행유치원,경기도 시흥시 은행동 321-1번지,Y,1,9,37.4303860,126.7938411
1393,대야초등학교,경기도 시흥시 대야동 456-2번지,Y,4,4,37.4467144,126.7898484
1394,파랑새몬테소리어린이집,경기도 시흥시 대야동 496-12번지,Y,1,4,37.4432161,126.7852376
1395,신일초등학교,경기도 시흥시 신천동 885-1번지,Y,2,5,37.4328453,126.7913192
1396,조남유치원,경기도 시흥시 조남동 703번지,Y,1, ,37.3765903,126.8584318
1397,소래유치원,경기도 시흥시 대야동 121-1번지,Y,1,4,37.4555196,126.7867125
1398,해오름유치원,경기도 시흥시 포동 13-3번지,Y,1,8,37.4072623,126.7832588
1399,환희어린이집,경기도 시흥시 포동 3-35번지,Y,3,7,37.4083784,126.7848956
1400,능곡초등학교,경기도 시흥시 능곡동 797번지,Y,2,16,37.3652526,126.8131264
1401,금암초등학교,경기도 오산시 금암동 510번지,Y,2,6,37.17873366,127.043949
1402,문시초등학교,경기도 오산시 금암동 518번지,Y,1,12,37.17428195,127.0452751
1403,양산초등학교,경기도 오산시 양산동 667-3번지,Y,2,9,37.19720906,127.0321039
1404,필봉초등학교,경기도 오산시 금암동 486번지,Y,1,12,37.17882755,127.0523812
1405,다온초등학교,경기도 오산시 부산동 794번지,Y,3,18,37.1519816,127.0908929
1406,세미초등학교,경기도 오산시 내삼미동 896번지,N,1,15,37.17448215,127.0643862
1407,노틀담유치원,경기도 오산시 청학동 73-1번지 노틀담수녀원,Y,1,22,37.15355308,127.0559346
1408,제성유치원,경기도 남양주시 퇴계원읍 퇴계원리 286-9번지,Y,3,6,37.6536585,127.1377154
1409,샛별유치원,경기도 남양주시 호평동 396-18번지,Y,3,6,37.6643967,127.2485853
1410,시립안중어린이집,경기도 평택시 안중읍 안중리 243-1번지,Y,1, ,36.992218,126.929558
1411,예은유치원,경기도 남양주시 호평동 168-30번지,Y,3,6,37.6570224,127.2461816
1412,꾸러기유치원,경기도 성남시 분당구 이매동 99,Y,5,22,37.403846,127.127334
1413,중탑초등학교,경기도 성남시 분당구 야탑동 212,Y,2,18,37.413924,127.139686
1414,호평유치원,경기도 남양주시 호평동 378-1번지,Y,7,7,37.6672087,127.2466157
1415,보라유치원,경기도 남양주시 진접읍 진벌리 629-1번지,Y,4,15,37.7256717,127.2021659
1416,별새꽃유치원,경기도 오산시 갈곶동 251번지 우림아파트,Y,1,15,37.13055277,127.0722262
1417,신동아유치원,경기도 오산시 서동 125-2번지 신동아아파트,Y,1,6,37.14502734,127.0427409
1418,오산유치원,경기도 오산시 오산동 844-7번지 오산감리교회,N,0,3,37.15270246,127.0695488
1419,오즈어린이집,경기도 시흥시 능곡동 620번지,Y,3,12,37.3685944,126.8147221
1420,시립산업단지어린이집,경기도 시흥시 정왕동 1366-5번지,Y,1, ,37.3362388,126.7300125
1421,솔빛어린이집,경기도 시흥시 은행동 539-3번지,Y,0, ,37.4426535,126.8002232
1422,남양주별빛유치원(공립),경기도 남양주시 별내동 1067번지,Y,5,15,37.6465438,127.1159727
1423,남양주별가람유치원(공립),경기도 남양주시 별내동 859번지,Y,3,15,37.6652766,127.1183516
1424,나래유치원,경기도 남양주시 호평동 396-11번지,Y,3,5,37.6645049,127.2493223
1425,국제유치원,경기도 남양주시 별내동 910-1번지,Y,4,15,37.6595281,127.1215443
1426,예닮유치원,경기도 남양주시 별내면 광전리 162번지,N,0,4,37.6978398,127.1229727
1427,남양주다산유치원(공립),경기도 남양주시 다산동 6094번지,Y,4,18,37.6220652,127.1587491
1428,연꽃유치원,경기도 남양주시 진접읍 부평리 258-130번지,N,0,4,37.748557,127.188197
1429,힘멜에듀센터어린이집,경기도 남양주시 와부읍 덕소리 145-4번지 강산마을코오롱대성아파트,Y,4,15,37.5892754,127.2203987
1430,마석어린이집,경기도 남양주시 화도읍 마석우리 219-77번지,Y,5,4,37.6545705,127.3083221
1431,크레용어린이집,경기도 남양주시 화도읍 차산리 27-21번지,Y,4,5,37.6330119,127.3074091
1432,안데르센어린이집,경기도 남양주시 화도읍 묵현리 332번지,Y,5,4,37.6599571,127.2885426
1433,리틀올리브어린이집,경기도 남양주시 화도읍 묵현리 162-5번지,Y,3,8,37.6700333,127.3005504
1434,호만브레인유치원,경기도 남양주시 호평동 266번지,Y,3,15,37.6625093,127.2493632
1435,몬테소리어린이집,경기도 양주시 유양동 437번지,Y,,4,37.784581,127.026661
1436,슬기어린이집,경기도 파주시 파주읍 연풍리 425-2번지,Y,1, ,37.830712,126.835742
1437,예림유치원,경기도 파주시 파주읍 향양리 390-2번지,Y,1, ,37.854954,126.812793
1438,EPS어린이집,경기도 파주시 파주읍 봉서리 384번지,Y,2, ,37.849433,126.795236
1439,딩동댕유치원,경기도 파주시 금촌동 295-16번지,Y,2, ,37.760741,126.771788
1440,아이슐레어린이집,경기도 파주시 금촌동 924번지,Y,1, ,37.756341,126.770646
1441,예은유치원,경기도 파주시 야당동 1014번지,Y,1, ,37.712422,126.754746
1442,가온초교(병설),경기도 파주시 목동동 687번지,Y,3, ,37.723518,126.749274
1443,검산초교(병설),경기도 파주시 검산동 548-2번지,Y,3, ,37.776227,126.739192
1444,지산초교(병설),경기도 파주시 와동동 1339-5번지,Y,2, ,37.731026,126.761434
1445,도마산초교(병설),경기도 파주시 광탄면 창만리 80-8번지,Y,1, ,37.801841,126.876223
1446,신산초교(병설),경기도 파주시 광탄면 신산리 199번지,Y,2, ,37.780335,126.852857
1447,용미초교(병설),경기도 파주시 광탄면 용미리 72-1번지,Y,1, ,37.743246,126.888206
1448,신애유치원,경기도 파주시 광탄면 신산리 148-1번지,Y,1, ,37.777435,126.851153
1449,광탄어린이집,경기도 파주시 광탄면 신산리 251-11번지,Y,1, ,37.7973629,126.8471167
1450,다율방과후학교,경기도 파주시 다율동 56-8,N,, ,37.750432,126.752793
1451,창조어린이집,경기도 파주시 상지석동 604-6번지,N,, ,37.724519,126.7758171
1452,한승어린이집,경기도 양주시 백석읍 오산리 296번지 백석한승아파트,Y,,8,37.81118927,126.9799766
1453,은봉초등학교,경기도 양주시 백석읍 복지리 303-8번지,Y,,18,37.781621,126.9839169
1454,고암초등학교,경기도 양주시 덕정동 208-13번지,Y,,18,37.83542873,127.0679326
1455,칠봉초등학교,경기도 양주시 고암동 121번지,Y,,12,37.83808694,127.070397
1456,광숭초등학교,경기도 양주시 삼숭동 186-6번지,Y,,12,37.80154501,127.107389
1457,도둔초등학교,경기도 양주시 덕계동 315-5번지,Y,,12,37.813784,127.0576555
1458,쉐마기독학교,경기도 양주시 은현면 용암리 861번지,Y,,6,37.849488,127.0265965
1459,양주도담학교,경기도 양주시 옥정동 866-11번지,Y,,12,37.8338562,127.0813175
1460,리틀천재플러스어린이집,경기도 양주시 백석읍 가업리 503-4번지,Y,,6,37.79236408,126.9691597
1461,자연사랑어린이집,경기도 양주시 옥정동 465-1번지,Y,,4,37.8089226,127.0846106
1462,옥빛초등학교,경기도 양주시 옥정동 1054번지,N,,16,37.8217484,127.0689173
1463,가납초등학교,경기도 양주시 광적면 가납리 799-2번지,Y,,18,37.81944614,126.9831182
1464,보정자연유치원,경기도 용인시 기흥구 보정동 465-1번지,Y,1,6,37.3099615,127.0984511
1465,효촌초등학교,경기도 양주시 광적면 덕도리 755번지,Y,,12,37.85812862,126.963346
1466,산북초등학교,경기도 양주시 산북동 352-1번지,Y,,12,37.80608863,127.0391809
1467,회정초등학교,경기도 양주시 회정동 344-1번지,Y,,12,37.83020763,127.0521659
1468,덕계초등학교,경기도 양주시 덕계동 524-9번지,Y,,12,37.82302719,127.0474813
1469,유양초등학교,경기도 양주시 유양동 511-1번지,Y,,8,37.78588161,127.0274047
1470,신지초등학교,경기도 양주시 백석읍 복지리 156번지,Y,,12,37.78830978,126.9901958
1471,미예뜰어린이집,경기도 양주시 율정동 133번지,Y,,4,37.82105795,127.1054001
1472,예인어린이집(예인프리스쿨),경기도 양주시 회암동 552-1번지,Y,,4,37.8405571,127.084414
1473,유니어린이집,경기도 양주시 광사동 264-7번지,Y,,4,37.79780501,127.0735026
1474,푸른솔어린이집,경기도 양주시 고읍동 74번지 TS푸른솔2차아파트,Y,,6,37.80199108,127.0814006
1475,해밀어린이집,경기도 양주시 백석읍 방성리 218-1번지,Y,,4,37.80111093,126.994942
1476,덕계어린이집,경기도 양주시 덕계동 467번지,Y,,4,37.82147118,127.0453314
1477,숲속자연어린이집,경기도 양주시 고읍동 160-1번지,Y,,4,37.80600813,127.0778985
1478,어깨동무어린이집,경기도 양주시 백석읍 방성리 122-6번지,Y,,8,37.803931,126.999834
1479,광적어린이집,경기도 양주시 광적면 광석리 76-4번지,Y,,3,37.81617718,126.9812291
1480,솔빛유치원,경기도 양주시 옥정동 405번지,Y,,4,37.81077807,127.0947425
1481,엘사랑어린이집,경기도 양주시 삼숭동 236-3번지,Y,,8,37.795645,127.1009042
1482,덕정삼성어린이집,경기도 양주시 고암동 122번지 동안마을주공3단지아파트,Y,,6,37.83451489,127.0714488
1483,청담어린이집,경기도 양주시 덕정동 210-2번지 청담마을,Y,,6,37.83316162,127.0684758
1484,키즈웰어린이집,경기도 양주시 삼숭동 630-6번지,Y,,6,37.804737,127.0868542
1485,봉우어린이집,경기도 양주시 덕정동 236번지 봉우마을,Y,,8,37.834148,127.066163
1486,꾸러기어린이집,경기도 양주시 은현면 하패리 699-2번지,Y,,4,37.888013,127.0261556
1487,한솔어린이집,경기도 양주시 남면 신산리 326-2번지,Y,,8,37.89420893,126.973516
1488,덕원어린이집,경기도 양주시 은현면 운암리 65-1번지,Y,,4,37.8689296,127.020039
1489,송암어린이집,경기도 양주시 만송동 604-2번지,Y,,3,37.782882,127.082029
1490,봉암어린이집,경기도 양주시 은현면 봉암리 184-125번지,Y,,4,37.90723568,127.008178
1491,덕계선교어린이집,경기도 양주시 덕계동 679-3번지,Y,,4,37.819699,127.0450849
1492,새롬유치원,경기도 파주시 아동동 283-9 팜스프링아파트내,Y,1, ,37.773777,126.778621
1493,유정유치원,경기도 파주시 와동동 192-4,Y,1, ,37.728032,126.761245
1494,월롱초교(병설),경기도 파주시 월롱면 덕은리 303-1번지,Y,2, ,37.800969,126.780365
1495,금신초교(병설),경기도 파주시 금촌동 369-1번지,Y,2, ,37.767079,126.772194
1496,문산초교(병설),경기도 파주시 문산읍 문산리 86번지,Y,3, ,37.860605,126.782963
1497,문산동초교(병설),경기도 파주시 문산읍 선유리 788-1번지,Y,1, ,37.865773,126.798425
1498,한빛초교(병설),경기도 파주시 야당동 983번지,Y,1, ,37.714608,126.751081
1499,웅담초교(병설),경기도 파주시 법원읍 웅담리 387-1번지,Y,1, ,37.914315,126.895678
1500,ASE어린이집,경기도 파주시 문발동 494번지 ASE 어린이집,Y,1, ,37.728454,126.710611
1501,팜스신나는유치원,경기도 파주시 금촌동 7-36번지,Y,1, ,37.774652,126.775258
1502,적서초교(병설),경기도 파주시 적성면 식현리 54-1번지,Y,1, ,37.950909,126.897224
1503,파주대원초교(병설),경기도 파주시 조리읍 대원리 203번지,Y,2, ,37.727341,126.819371
1504,행복한유치원,경기도 파주시 조리읍 대원리 992-7,Y,1, ,37.742046,126.802538
1505,봉일천초교(병설),경기도 파주시 조리읍 봉일천리 191-6번지,Y,1, ,37.744729,126.806773
1506,석곶초교(병설),경기도 파주시 동패동 1700번지,Y,1, ,37.725062,126.721865
1507,청석초교(병설),경기도 파주시 다율동 983번지,Y,1, ,37.730903,126.719575
1508,뽀뽀뽀유치원,경기도 파주시 파주읍 봉서리 394번지,Y,1, ,37.848926,126.793244
1509,군내초교(병설),경기도 파주시 군내면 백연리 480-122번지,Y,2, ,37.905716,126.731687
1510,용연초교(병설),경기도 파주시 파평면 눌노리 186번지,Y,1, ,37.928835,126.857469
1511,운광초교(병설),경기도 파주시 동패동 1769번지,Y,1, ,37.709591,126.741036
1512,새금초교(병설),경기도 파주시 금촌동 1018번지,Y,2, ,37.748229,126.772937
1513,라임어린이집,경기도 파주시 당하동 201-7번지,Y,2, ,37.745921,126.749681
1514,초록별숲유치원,경기도 파주시 문산읍 내포리 221-2,Y,1, ,37.846111,126.777906
1515,새얼학교,경기도 파주시 법원읍 삼방리 428-3,Y,1, ,37.829755,126.869711
1516,홍익유치원,경기도 파주시 당하동 259-4번지,Y,2, ,37.736771,126.750051
1517,능안초교(병설),경기도 파주시 조리읍 능안리 53-6번지,Y,1, ,37.740162,126.792732
1518,세린어린이집,경기도 파주시 금촌동 424-8번지,Y,1, ,37.770833,126.773641
1519,에벤에셀어린이집,경기도 파주시 조리읍 뇌조리 535-4번지,Y,3, ,37.770344,126.816611
1520,중원초등학교,경기도 성남시 중원구 상대원동 153,Y,3,4~6,37.430523,127.137211
1521,하원초등학교,경기도 성남시 중원구 금광1동 2412,Y,2,4~12,37.446255,127.170236
1522,중부초등학교,경기도 성남시 중원구 은행1동 1932-7,Y,4,8~12,37.451546,127.164951
1523,상대원초등학교,경기도 성남시 중원구 상대원1동 54,Y,3,4~8,37.442382,127.181591
1524,도촌초등학교,경기도 성남시 중원구 도촌동 646,Y,4,8~14,37.430523,127.137211
1525,구미초등학교,경기도 성남시 분당구 구미동 215,Y,3,15~30,37.337756,127.118398
1526,나무와꿈어린이집,경기도 파주시 조리읍 대원리 996-13번지,Y,1, ,37.742922,126.799154
1527,내정초등학교,경기도 성남시 분당구 수내동 57,Y,2,15,37.372402,127.122264
1528,돌마초등학교,경기도 성남시 분당구 야탑동 515,Y,3,7~18,37.382699,127.118906
1529,미금초등학교,경기도 성남시 분당구 구미동 68,Y,5,30,37.347353,127.115173
1530,백현초등학교,경기도 성남시 분당구 정자동 76,Y,2,8,37.372193,127.111168
1531,분당초등학교,경기도 성남시 분당구 서현동 92-1,Y,3,9,37.378991,127.129654
1532,경희유치원,경기도 성남시 수정구 태평3동 3919-1,Y,5,8,37.445982,127.133454
1533,미래유치원,경기도 성남시 수정구 산성동 2120,Y,4,4,37.452885,127.150066
1534,성체유치원,경기도 성남시 수정구 수진동 664-2,Y,4,5,37.439656,127.137203
1535,양지유치원,경기도 성남시 수정구 태평4동 106,Y,4,4,37.450807,127.140108
1536,자람어린이집,경기도 양주시 옥정동 1032번지 옥정천년나무8단지,Y,,8,37.83094838,127.0994846
1537,남면산업단지어린이집,경기도 양주시 남면 구암리 152-1번지,Y,,4,37.885605,126.9711261
1538,양주덕현초등학교,경기도 양주시 고읍동 80-2번지,Y,,8,37.79963817,127.0808349
1539,덕정초등학교,경기도 양주시 덕정동 123번지,Y,,8,37.84631476,127.063481
1540,양주덕산초등학교,경기도 양주시 덕계동 420-1번지,Y,,8,37.81801799,127.0471919
1541,은현초등학교,경기도 양주시 은현면 선암리 553-2번지,Y,,8,37.86433427,127.022747
1542,상패초등학교,경기도 양주시 은현면 하패리 796-4번지,Y,,6,37.89816226,127.0265549
1543,희망유치원,경기도 성남시 수정구 신흥동 137,Y,3,15,37.450617,127.151386
1544,신흥성모유치원,경기도 성남시 수정구 신흥동 89,Y,1,30,37.449077,127.143242
1545,은솔유치원,경기도 성남시 수정구 창곡동 538-3,N,0,7~10,37.4675089,127.1394968
1546,배성유치원,경기도 성남시 분당구 야탑동 397,Y,1,17,37.405978,127.142335
1547,이솔유치원,경기도 성남시 분당구 금곡동 133-1,Y,5,24,37.352756,127.112642
1548,성모 유치원,경기도 성남시 분당구 구미동 238,Y,4,8,37.340065,127.124351
1549,판교샘유치원,경기도 성남시 분당구 운중동 956,Y,1,7,37.392021,127.072039
1550,분당중앙유치원,경기도 성남시 분당구 서현동 315-2,Y,1,10,37.373451,127.141671
1551,꿈터 유치원,경기도 성남시 분당구 구미동 65,Y,1,7,37.347269,127.113122
1552,건영장안유치원,경기도 성남시 분당구 분당동 67,Y,1,12,37.371127,127.140849
1553,성마르코유치원,경기도 성남시 분당구 야탑동 389,Y,1,6~12,37.411337,127.132509
1554,해나유치원,경기도 성남시 분당구 판교동 577,Y,1,6,37.390831,127.098291
1555,샛별유치원,경기도 성남시 분당구 분당동 39,Y,1,38,37.371468,127.129754
1556,은혜유치원,경기도 성남시 분당구 정자동 144,Y,1,6~14,37.360908,127.111946
1557,숲리라유치원,경기도 성남시 수정구 판교동 532-1,Y,1,6~10,37.4696548,127.1482301
1558,희영유치원,경기도 성남시 분당구 백현동 553-2,N,0,13~23,37.388294,127.114365
1559,성남혜은학교,경기도 성남시 수정구 단대동 192,Y,4,7,37.450396,127.145633
1560,성은특수학교,경기도 성남시 분당구 야탑동 172,Y,4,26,37.409122,127.143952
1561,단대어린이집,경기도 성남시 수정구 단대동 129,Y,1,5,37.449645,127.155665
1562,산성어린이집,경기도 성남시 수정구 산성동 2115,Y,4,6~9,37.453007,127.150387
1563,성남어린이집,경기도 성남시 수정구 태평동 7292,Y,1,5,37.447436,127.141581
1564,성현어린이집,경기도 성남시 수정구 수진동 1921,Y,1,4,37.438454,127.138715
1565,신흥제2어린이집,경기도 성남시 수정구 신흥동 50,Y,1,4,37.449202,127.144413
1566,리플플러스어린이집,경기도 성남시 수정구 태평동 6151-3,Y,1,5,37.441811,127.128384
1567,한양어린이집,경기도 성남시 수정구 수진동 4615-1,Y,1,11,37.435594,127.128102
1568,신흥제3어린이집,경기도 성남시 수정구 신흥동 4900,Y,1,5,37.443531,127.148854
1569,다솜어린이집,경기도 성남시 중원구 상대원1동 1125-11,Y,1,8,37.434004,127.166096
1570,중앙동어린이집,경기도 성남시 중원구 중앙동 709,Y,1,6~9,37.442671,127.156555
1571,금광2동제2어린이집,경기도 성남시 중원구 금광동 3386,Y,1,3,37.448432,127.163031
1572,금광제1어린이집,경기도 성남시 중원구 금광동 2622,Y,4,6,37.447761,127.170633
1573,서광어린이집,경기도 성남시 분당구 야탑동 152,Y,4,17,37.405668,127.149464
1574,분당어린이집,경기도 성남시 분당구 분당동 156,Y,1,6,37.368598,127.143274
1575,판교어린이집,경기도 성남시 분당구 판교동 632,Y,1,7,37.385948,127.088207
1576,서현어린이집,경기도 성남시 분당구 서현동 89-4,Y,4,6,37.382447,127.126079
1577,성남생명숲어린이집,경기도 성남시 분당구 정자동 52,Y,1,10,37.371025,127.115253
1578,갈보리어린이집,경기도 성남시 분당구 이매동 360-1,Y,3,8~15,37.390334,127.134085
1579,휴맥스어린이집,경기도 성남시 분당구 궁내동 350-5,N,0,9,37.370248,127.095881
1580,케이디엘피어학원,경기도 성남시 분당구 이매1동 124,N,0,20,37.389681,127.125111
1581,성남여수초등학교,경기도 성남시 중원구 여수동 577,Y,5,18~23,37.419449,127.133081
1582,위례새초롱유치원,경기도 성남시 수정구 창곡동 167-14,N,0,10,37.4696548,127.1482301
1583,위례하늘유치원,경기도 성남시 수정구 창곡동 599,Y,1,10,37.467297,127.151081
1584,선경유치원,경기도 성남시 중원구 은행동 1932-6,Y,4,12,37.450411,127.162262
1585,예원유치원,경기도 성남시 중원구 성남동 2894,Y,5,6,37.435032,127.143201
1586,새그린유치원,경기도 성남시 중원구 은행동 550-3,Y,1,8,37.459089,127.167724
1587,오렌지유치원,경기도 성남시 중원구 은행동 701,Y,5,8,37.459353,127.167015
1588,탄천초등학교,경기도 성남시 분당구 정자동 195,Y,3,30,37.361601,127.115645
1589,하탑초등학교,경기도 성남시 분당구 야탑동 531,Y,3,12,37.407325,127.126613
1590,늘푸른초등학교,경기도 성남시 분당구 정자동 178-5,Y,3,20,37.382821,127.118925
1591,보평초등학교,경기도 성남시 분당구 삼평동 743,Y,6,12~26,37.382821,127.118925
1592,산운초등학교,경기도 성남시 분당구 운중동 927,Y,9,8~13,37.382699,127.118906
1593,운중초등학교,경기도 성남시 분당구 운중동 893,Y,10,8~31,37.392419,127.068941
1594,낙생초등학교,경기도 성남시 분당구 판교동 551,Y,12,9~22,37.382821,127.118925
1595,신백현초등학교,경기도 성남시 분당구 백현동 559,Y,3,15~32,37.382821,127.118925
1596,성남화랑초등학교,경기도 성남시 분당구 백현동 547,Y,1,26,37.390224,127.115888
1597,다솜유치원,경기도 성남시 중원구 금광2동 3490,Y,1,5,37.447962,127.163685
1598,아름다운유치원,경기도 성남시 분당구 수내동 75,Y,3,8,37.367661,127.125458
1599,안촌 유치원,경기도 성남시 분당구 정자동 88,Y,1,13,37.368172,127.110394
1600,예일유치원,경기도 파주시 동패동 1689번지,Y,1, ,37.724605,126.715441
1601,파평초교(병설),경기도 파주시 파평면 두포리 260번지,Y,1, ,37.903411,126.838168
1602,숲속키즈어린이집,경기도 파주시 탄현면 축현리 52-4번지,Y,1, ,37.814799,126.730871
1603,소화유치원,경기도 파주시 법원읍 법원리 434,Y,1, ,37.847405,126.876327
1604,청암초교(병설),경기도 파주시 목동동 114-46번지,Y,1, ,37.730729,126.737672
1605,동화나라유치원,경기도 파주시 송촌동 578-65,Y,1, ,37.750432,126.752793
1606,새아란유치원,경기도 파주시 목동동 2-126번지,Y,1, ,37.750432,126.752793
1607,자운학교,경기도 파주시 목동동 1090번지,Y,2, ,37.718986,126.742488
1608,동패초교(병설),경기도 파주시 동패동 1795번지,Y,1, ,37.717369,126.740349
1609,심학초교(병설),경기도 파주시 동패동 1079번지,Y,1, ,37.708012,126.703389
1610,대성동초교(병설),경기도 파주시 군내면 조산리 산32번지,N,, ,37.943643,126.680591
1611,와동초교(병설),경기도 파주시 와동동 1348-1번지,Y,2, ,37.726438,126.756995
1612,금향초교(병설),경기도 파주시 금촌동 1007번지,Y,1, ,37.752441,126.776782
1613,운정초교(병설),경기도 파주시 야당동 산 489-8번지,Y,2, ,37.712537,126.768241
1614,정다운어린이집,,Y,2, ,37.810157,126.756911
1615,영도초교(병설),경기도 파주시 월롱면 위전리 32-12번지,Y,2, ,37.787308,126.803886
1616,적암초교(병설),경기도 파주시 적성면 적암리 83-2번지,Y,1, ,37.987859,127.003373
1617,한가람초교(병설),경기도 파주시 와동동 1318번지,Y,1, ,37.731696,126.755796
1618,문발초교(병설),경기도 파주시 문발동 555번지,Y,1, ,37.726049,126.706603
1619,금촌초교(병설),경기도 파주시 금촌동 929-1번지,Y,2, ,37.761791,126.769581
1620,교하초교(병설),경기도 파주시 교하동 337번지,Y,2, ,37.753842,126.747221
1621,마정초교(병설),경기도 파주시 문산읍 마정리 540번지,Y,2, ,37.892197,126.760046
1622,임진초교(병설),경기도 파주시 문산읍 문산리 21번지,Y,1, ,37.854761,126.784922
1623,자유초교(병설),경기도 파주시 문산읍 당동리 939번지,Y,1, ,37.865365,126.786737
1624,파양초교(병설),경기도 파주시 문산읍 이천리 249-1번지,Y,1, ,37.861146,126.836468
1625,문산중앙유치원,경기도 파주시 문산읍 선유리 297-10번지,Y,1, ,37.872581,126.808657
1626,천현초교(병설),경기도 파주시 법원읍 법원리 440-1번지,Y,4, ,37.849366,126.877842
1627,법원초교(병설),경기도 파주시 법원읍 법원리 500번지,Y,1, ,37.856739,126.880061
1628,금화초교(병설),경기도 파주시 금촌동 974번지,Y,1, ,37.754943,126.767923
1629,파주송화초교(병설),경기도 파주시 아동동 277번지,Y,1, ,37.774447,126.778917
1630,꿈의유치원,경기도 파주시 금촌동 424-6,Y,1, ,37.770767,126.773302
1631,마지초교(병설),경기도 파주시 적성면 마지리 60-4번지,Y,1, ,37.951908,126.919431
1632,수정유치원,경기도 파주시 조리읍 대원리 637-5번지,Y,1, ,37.735636,126.802154
1633,동문한우리유치원,경기도 파주시 조리읍 대원리 237-5번지,Y,2, ,37.727177,126.818375
1634,덕암초교(병설),경기도 파주시 조리읍 뇌조리 457-1번지,Y,2, ,37.765254,126.819371
1635,교하슬기유치원,경기도 파주시 동패동 1710번지,Y,1, ,37.721519,126.719998
1636,두일초교(병설),경기도 파주시 동패동 1743번지,Y,1, ,37.719701,126.713519
1637,탄현초교(병설),경기도 파주시 탄현면 축현리 489-1번지,Y,1, ,37.803399,126.717325
1638,통일초교(병설),경기도 파주시 탄현면 법흥리 1719번지,Y,2, ,37.774772,126.703904
1639,갈현초교(병설),경기도 파주시 탄현면 갈현리 653-1번지,Y,1, ,37.771774,126.716465
1640,연풍초교(병설),경기도 파주시 파주읍 연풍리 427번지,Y,2, ,37.831115,126.834588
1641,파주초교(병설),경기도 파주시 파주읍 파주리 492-3번지,Y,2, ,37.832036,126.814899
1642,장파초교(병설),경기도 파주시 파평면 장파리 348-1번지,Y,1, ,37.941318,126.837765
1643,와석초교(병설),경기도 파주시 야당동 1008번지,Y,1, ,37.710405,126.753146
1644,해솔초교(병설),경기도 파주시 목동동 664번지,Y,1, ,37.726515,126.747284
1645,드림유치원,경기도 파주시 목동동 658번지,Y,1, ,37.727989,126.746068
1646,금릉초교(병설),경기도 파주시 금촌동 994번지,Y,1, ,37.752418,126.772845
1647,돌곶이어린이집,경기도 파주시 서패동 178-9번지,Y,2, ,37.714526,126.696834
1648,삼성초교(병설),경기도 파주시 탄현면 금승리 491번지,Y,1, ,37.825551,126.732799
1649,파주국제유치원,경기도 파주시 문산읍 당동리 730-3번지,Y,1, ,37.867398,126.760507
1650,무지개어린이집,경기도 파주시 아동동 46-10번지,Y,1, ,37.758058,126.794654
1651,새홍익유치원,경기도 파주시 금촌동 422번지,Y,1, ,37.771401,126.771793
1652,이솝어린이집,경기도 파주시 문산읍 선유리 297-12번지 선유리,Y,1, ,37.871621,126.808218
1653,모아키즈플러스어린이집,경기도 파주시 조리읍 뇌조리 159-1번지,Y,1, ,37.752497,126.812288
1654,큰별아이어린이집,경기도 파주시 조리읍 대원리 578-6번지,Y,1, ,37.732215,126.808641
1655,이솔어린이집,경기도 파주시 당하동 93-2번지,Y,1, ,37.738382,126.752416
1656,큰나무희망어린이집,경기도 파주시 다율동 988번지 다율동,Y,1, ,37.728982,126.715264
1657,성남은행초등학교,경기도 성남시 중원구 은행2동 652,Y,4,4~6,37.461002,127.170903
1658,성남중앙초등학교,경기도 성남시 중원구 성남동 2580,Y,5,4~8,37.436253,127.143561
