,LOC,ADDR,CCTV_YN,CCTV_CNT,ROAD_BT,LATITUDE,LONGITUDE
457,중앙유치원,경기도 용인시 처인구 모현읍 능원리 50번지,Y,1,4~6,37.3413513,127.1726579
458,새시대어린이집,경기도 의정부시 의정부동 553번지,Y,1, ,37.7344368,127.0403073
459,희망학교,경기도 의정부시 녹양동 386-4번지,Y,1, ,37.7589349,127.0317675
460,푸른숲 어린이집,경기도 의정부시 가능동 745-15번지,Y,1, ,37.7417471,127.0377054
461,호원초등학교,경기도 의정부시 호원동 292-1번지,Y,2, ,37.721922,127.040921
462,회룡초등학교,경기도 의정부시 호원동 274-27번지,Y,2, ,37.7152943,127.044922
463,송양유치원,경기도 의정부시 민락동 881번지,N,, ,37.7478446,127.1065506
464,산호어린이집,경기도 의정부시 민락동 898번지,N,, ,37.7530402,127.1180859
465,코코유치원,경기도 의정부시 장암동 414-4번지,Y,1, ,37.6905141,127.0522472
466,성애쉐마어린이집,경기도 의정부시 용현동 39-24번지,Y,1, ,37.738098,127.0336819
467,예초어린이집,경기도 의정부시 호원동 247-4번지,Y,1, ,37.738098,127.0336819
468,가능초등학교,경기도 의정부시 가능동 724-3,Y,2, ,37.745572,127.037437
469,고산초등학교,경기도 의정부시 고산동 464번지,Y,2, ,37.731491,127.105739
470,버들개초등학교,경기도 의정부시 녹양동 190-51번지,Y,2, ,37.7615796,127.0297163
471,송민학교,경기도 의정부시 민락동 856번지,Y,1, ,37.738098,127.0336819
472,예린유치원,경기도 의정부시 금오동 80-5번지,Y,1, ,37.7585373,127.0743454
473,노벨유치원,경기도 의정부시 민락동 708-1번지,Y,1, ,37.7394384,127.0906661
474,삼성어린이집,경기도 의정부시 의정부동 524-6번지,Y,1, ,37.7370143,127.036294
475,용현어린이집,경기도 의정부시 용현동 148-2번지,Y,1, ,37.7286529,127.0829444
476,새말초등학교,경기도 의정부시 신곡동 799-1번지,Y,2, ,37.746251,127.069475
477,솔뫼초등학교,경기도 의정부시 용현동 211-4번지,Y,2, ,37.731446,127.081237
478,신곡초등학교,경기도 의정부시 신곡동 686-1번지,Y,2, ,37.741021,127.059708
479,어룡초등학교,경기도 의정부시 용현동 547-5번지,Y,2, ,37.747622,127.082187
480,자연유치원,경기도 의정부시 산곡동 619번지,Y,1, ,37.7154853,127.1011806
481,의순초등학교,경기도 의정부시 금오동 469-3번지,Y,2, ,37.750707,127.066061
482,장암초등학교,경기도 의정부시 장암동 17-23번지,Y,2, ,37.725668,127.059557
483,고은별어린이집,경기도 의정부시 녹양동 158-6번지,Y,1, ,37.7594493,127.0347308
484,예쁜꼬마어린이집,경기도 의정부시 금오동 289-3번지,Y,1, ,37.7519263,127.0603123
485,효자초등학교,경기도 의정부시 신곡동 784-1번지,Y,2, ,37.749987,127.0780115
486,성동초등학교,경기도 평택시 비전동 611-1번지,Y,4, ,36.994678,127.093371
487,송탄초등학교,경기도 평택시 가재동 200-3번지,Y,2, ,37.0424446,127.086999
488,군문초등학교,경기도 평택시 군문동 360-1번지,Y,3, ,36.982789,127.086149
489,홍원초등학교,경기도 평택시 포승읍 홍원리 58-4번지,Y,2, ,37.014155,126.889468
490,안중초등학교,경기도 평택시 안중읍 안중리 247-4번지,Y,4, ,36.989646,126.926015
491,서탄초등학교,경기도 평택시 서탄면 금암리 233-1번지,Y,2, ,37.107679,127.035821
492,동삭초등학교,경기도 평택시 동삭동 332-10번지,Y,3, ,37.018608,127.0974576
493,안일초등학교,경기도 평택시 안중읍 현화리 845-1번지,Y,4, ,36.982566,126.924405
494,장당초등학교,경기도 평택시 장당동 630번지,Y,4, ,37.034626,127.0576368
495,평내초등학교(병설),경기도 남양주시 평내동 203-6번지,Y,6,7,37.6490825,127.2378173
496,양정초등학교(병설),경기도 남양주시 다산동 3099-43번지,Y,6,6,37.6090337,127.2182143
497,화접초등학교(병설),경기도 남양주시 별내동 1075번지,Y,4,15,37.6531635,127.1159479
498,평택초등학교,경기도 평택시 평택동 110-2번지,Y,4, ,36.989976,127.081143
499,평일초등학교,경기도 평택시 합정동 368-6번지,Y,2, ,37.551149,126.910797
500,내기초 신영분교,경기도 평택시 포승읍 신영리 269-1번지,Y,1, ,36.955588,126.878033
501,창현초등학교(병설),경기도 남양주시 화도읍 창현리 766번지,Y,6,14,37.6459663,127.3018866
502,동곡초등학교(병설),경기도 남양주시 금곡동 624번지,Y,3,15,37.6287904,127.2040125
503,양지초등학교(병설),경기도 남양주시 오남읍 양지리 74번지,Y,4,6,37.6990778,127.2064864
504,현덕초 광덕분교,경기도 평택시 현덕면 대안리 703번지,Y,2, ,36.943934,126.944147
505,도곡초등학교,경기도 평택시 포승읍 도곡리 1111번지,Y,4, ,36.988764,126.847997
506,반지초등학교,경기도 평택시 이충동 683번지,Y,5, ,37.0577174,127.0694820
507,서탄초등학교내수분교,경기도 평택시 서탄면 수월암리 1104,Y,2, ,37.119026,127.016131
508,용이초등학교,경기도 평택시 용이동 482번지,Y,3, ,37.000088,127.146714
509,자란초등학교,경기도 평택시 비전동 1009번지,Y,5, ,37.003417,127.100144
510,중앙초등학교,경기도 평택시 세교동 186-1번지,Y,5, ,37.021651,127.068909
511,덕동초등학교,경기도 평택시 비전동 814번지,Y,3, ,36.997319,127.107263
512,서정리초등학교,경기도 평택시 서정동 278번지,Y,5, ,37.058537,127.057272
513,복창초등학교,경기도 평택시 서정동 559-4번지,Y,4, ,37.071223,127.050306
514,송신초등학교,경기도 평택시 신장동 267번지,Y,3, ,37.075256,127.051784
515,지장초등학교,경기도 평택시 서정동 824번지,Y,8, ,37.067893,127.057603
516,지산초등학교,경기도 평택시 지산동 1090번지,Y,4, ,37.077129,127.062284
517,송북초등학교,경기도 평택시 지산동 642번지,Y,4, ,37.080518,127.066448
518,내기어린이집,경기도 평택시 포승읍 내기리 67-6번지,Y,2, ,36.978865,126.874213
519,튼튼아이어린이집,경기도 평택시 안중읍 안중리 196-16번지,Y,1, ,36.9948067,126.932773
520,밀알어린이집,경기도 평택시 안중읍 대반리 251-1번지,Y,2, ,36.992417,126.946111
521,키드랜드어린이집,경기도 평택시 팽성읍 송화리 228-3번지,Y,1, ,36.951146,127.049319
522,꽃마리 어린이집,경기도 평택시 안중읍 현화리 562-2번지,Y,1, ,36.986443,126.913195
523,두릉유아원,경기도 평택시 고덕면 두릉리 79번지,Y,2, ,37.063973,127.023103
524,송탄어린이집,경기도 평택시 신장동 325-87번지,Y,2, ,37.0816098,127.0517327
525,동방학교,경기도 평택시 소사동 106-5번지,Y,1, ,36.9906443,127.128893
526,에바다학교,경기도 평택시 진위면 하북리 72-1번지,Y,1, ,37.1129689,127.0668080
527,수택초등학교(병설),경기도 구리시 토평동 1007번지,Y,3,6,37.591941,127.152511
528,장자초등학교(병설),경기도 구리시 교문동 824번지,Y,1,7,37.586652,127.135387
529,도림초등학교(병설),경기도 구리시 교문동 396-1번지,Y,2,22,37.593334,127.130441
530,동구초등학교(병설),경기도 구리시 인창동 664-3번지,Y,1,6,37.608811,127.141694
531,구지초등학교(병설),경기도 구리시 인창동 666-3번지,Y,1,6,37.607127,127.142322
532,부양초등학교(병설),경기도 구리시 수택동 784-2번지,Y,1,6,37.590292,127.141796
533,건원초등학교(병설),경기도 구리시 인창동 514번지,Y,2,4,37.607263,127.135401
534,갈매초(병설),경기도 구리시 갈매동 336,Y,2,30,37.628314,127.116007
535,산마루초(병설),경기도 구리시 갈매동 산74번지,Y,3,24,37.631556,127.120384
536,자닮유치원,경기도 구리시 인창동 651-40번지,N,0,6,37.628314,127.116007
537,백문초등학교(병설),경기도 구리시 교문동 808-1번지,Y,2,6,37.588208,127.132758
538,용신초등학교(병설),경기도 남양주시 진건읍 신월리 87번지,Y,3,6,37.6609321,127.1733342
539,인창초등학교,경기도 구리시 인창동 546-9번지,Y,3,14,37.604897,127.131916
540,내양초등학교(병설),경기도 구리시 사노동 393-2번지,Y,2,23,37.640341,127.139398
541,세일학원일원,경기도 구리시 교문동 813,Y,3,8,37.583796,127.125011
542,한별초등학교(병설),경기도 남양주시 별내동 1038번지,Y,3,15,37.6465438,127.1159727
543,해밀초등학교(병설),경기도 남양주시 진접읍 금곡리 1077-2번지,Y,6,25,37.7188385,127.1962119
544,별가람초등학교(병설),경기도 남양주시 별내동 920번지,Y,1,20,37.6541681,127.1147452
545,남양주월산초등학교(병설),경기도 남양주시 화도읍 월산리 73-65번지,Y,7,12,37.6536646,127.3402764
546,어연초등학교,경기도 평택시 청북읍 어연리 233번지,Y,1, ,37.0488231,126.977391
547,원정초등학교,경기도 평택시 포승읍 원정리 440번지,Y,4, ,36.993964,126.841934
548,진위초등학교,경기도 평택시 진위면 봉남리 233,Y,3, ,37.100503,127.090039
549,내기초등학교,경기도 평택시 포승읍 내기리 90번지,Y,1, ,36.979357,126.872707
550,삼덕초등학교,경기도 평택시 청북읍 삼계리 529번지,Y,2, ,37.0395046,126.912222
551,현덕초등학교,경기도 평택시 현덕면 인광리 405-2번지,Y,4, ,36.9658029,126.921336
552,부용초등학교,경기도 평택시 팽성읍 객사리 160-1번지,Y,3, ,36.965591,127.059305
553,소사벌초등학교,경기도 평택시 비전동 879-3번지,Y,4, ,36.995054,127.116934
554,이충초등학교,경기도 평택시 이충동 590-1번지,Y,6, ,37.063037,127.067089
555,송일초등학교,경기도 평택시 서정동 909번지,Y,5, ,37.062677,127.059187
556,갈곶초등학교,경기도 평택시 진위면 갈곶리 240-6번지,Y,4, ,37.1254840,127.072033
557,현화초등학교,경기도 평택시 안중읍 현화리 826-1번지,Y,3, ,36.982367,126.918996
558,합정초등학교,경기도 평택시 합정동 838번지,Y,3, ,36.989264,127.098081
559,죽백초등학교,경기도 평택시 죽백동 36-2번지,Y,2, ,37.013493,127.137669
560,창신초등학교,경기도 평택시 오성면 신리 59-1번지,Y,2, ,37.004028,127.006678
561,계성초등학교,경기도 평택시 팽성읍 노양리 산1번지,Y,2, ,36.942387,126.999888
562,이화초등학교,경기도 평택시 비전동 1034번지,Y,3, ,37.003614,127.105845
563,가내초등학교,경기도 평택시 죽백동 738번지,Y,5, ,37.006778,127.1119726
564,서재초등학교,경기도 평택시 동삭동 산106-2번지,Y,4, ,37.0182526,127.1012442
565,용죽초등학교,경기도 평택시 용이동 657,Y,5, ,36.993608,127.1228678
566,리라유치원,경기도 평택시 지산동 688-2번지,Y,4, ,37.0765896,127.059535
567,요셉유치원,경기도 평택시 안중읍 안중리 245-36번지,Y,1, ,36.990224,126.928212
568,우경유치원,경기도 평택시 이충동 381번지 현대아파트,Y,2, ,37.0531699,127.057601
569,중앙유치원,경기도 평택시 포승읍 석정리 231-3번지,Y,1, ,36.993007,126.899793
570,소화데레사유치원,경기도 평택시 서정동 344번지,Y,3, ,37.055208,127.054167
571,동아(경희)유치원,경기도 평택시 지산동 1027번지,Y,4, ,37.080821,127.059646
572,자연유치원,경기도 평택시 비전동 798번지,Y,1, ,37.000406,127.096986
573,아이온세상유치원,경기도 평택시 장당동 482-6번지,Y,1, ,37.052764,127.054696
574,늘푸른유치원,경기도 평택시 안중읍 현화리 828-1번지 늘푸른마을,Y,3, ,36.980514,126.918108
575,이화유치원,경기도 평택시 비전동 272-3번지,Y,2, ,36.996352,127.104629
576,나사렛유치원,경기도 평택시 통복동 170-2번지,Y,1, ,36.990795,127.080555
577,아이다움(하북)유치원,경기도 평택시 진위면 견산리 349-1번지,Y,2, ,37.107433,127.075998
578,예림유치원,경기도 평택시 동삭동 412-10번지,Y,1, ,37.016328,127.090381
579,예일유치원,경기도 평택시 통복동 379번지,Y,1, ,36.991835,127.071686
580,동화나라유치원,경기도 평택시 용이동 374-3번지,Y,1, ,37.006694,127.138358
581,기린유치원,경기도 평택시 비전동 828-2번지 현대이화아파트,Y,2, ,36.997035,127.110835
582,성바울로유치원,경기도 평택시 팽성읍 송화리 12-3번지,Y,1, ,36.961812,127.056495
583,대건유치원,경기도 평택시 신장동 338-8번지,Y,2, ,37.083315,127.053161
584,대일유치원,경기도 평택시 안중읍 학현리 463-9번지,Y,1, ,36.992119,126.922486
585,안중파랑새유치원,경기도 평택시 안중읍 삼정리 234-5번지,Y,1, ,36.965377,126.952289
586,남양주다산초등학교(병설),경기도 남양주시 다산동 6049번지,Y,10,10~30,37.6266601,127.1563008
587,다산새봄초등학교(병설),경기도 남양주시 다산동 6128번지,Y,4,26,37.6201188,127.1578963
588,다산한강초등학교(병설),경기도 남양주시 다산동 6236번지,Y,2,24,37.5989382,127.1685503
589,사랑유치원,경기도 남양주시 화도읍 창현리 723-7번지,Y,3,7,37.6509468,127.1233151
590,자연유치원,경기도 남양주시 일패동 466-18번지,Y,4,6,37.6172056,127.1859893
591,무지개유치원,경기도 남양주시 와부읍 덕소리 391번지,Y,4,15,37.5934237,127.2147125
592,리더스유치원,경기도 평택시 이충동 209-4,Y,1, ,37.061156,127.072862
593,평택파랑새유치원,경기도 평택시 청룡동 217-10번지,Y,1, ,37.022647,127.125666
594,현화프라임 유치원,경기도 평택시 안중읍 현화리 857-1번지,Y,1, ,36.982434,126.925412
595,창의유치원,경기도 평택시 청북읍 옥길리 287-11번지,Y,1, ,37.026549,126.909343
596,사랑유치원,경기도 평택시 비전동 1077번지,Y,2, ,37.0019801,127.1053796
597,드림153유치원,경기도 평택시 포승읍 도곡리 1135번지,Y,2, ,36.9901214,126.8426697
598,피터팬유치원,경기도 평택시 이충동 2번지,Y,1, ,37.0626067,127.0725873
599,다우리유치원,경기도 평택시 용이동 15번지,Y,1, ,36.9999737,127.137335
600,정민유치원,경기도 평택시 군문동 270-7,N,, ,36.9845572,127.0806651
601,한라유치원,경기도 평택시 안중읍 학현리 9-25번지,Y,1, ,36.995358,126.931258
602,삼성(석정유치원)어린이집,경기도 평택시 이충동 91-2번지,Y,2, ,37.052952,127.073695
603,피앤쿠어린이집,경기도 평택시 비전동 885번지,Y,2, ,36.992261,127.1160803
604,애향어린이집,경기도 평택시 서정동 346,Y,2, ,37.054969,127.055368
605,가람어린이집,경기도 평택시 이충동 433-18번지,Y,1, ,37.0585595,127.061522
606,시립송탄공단어린이집,경기도 평택시 모곡동 432-4번지,Y,2, ,37.0377079,127.071734
607,왕자와공주어린이집,경기도 평택시 이충동 581번지,Y,1, ,37.055958,127.074027
608,시립가곡어린이집,경기도 평택시 진위면 가곡리 320-7번지,Y,1, ,37.689939,127.305652
609,해님달님어린이집,경기도 평택시 팽성읍 두리 238번지,Y,1, ,36.971005,127.058775
610,시립팽성남산어린이집,경기도 평택시 팽성읍 남산리 406-21번지,Y,1, ,36.957849,127.059766
611,키즈키즈어린이집,경기도 평택시 신장동 610-2번지,Y,1, ,37.086928,127.048993
612,서정어린이집,경기도 평택시 서정동 835-7번지,Y,2, ,37.066532,127.056168
613,소호어린이집,경기도 평택시 안중읍 대반리 497-1번지,Y,1, ,36.984518,126.950497
614,초록별어린이집,경기도 평택시 포승읍 방림리 1-11번지,Y,1, ,36.985149,126.891343
615,안중이솝어린이집,경기도 평택시 안중읍 학현리 448-7번지,Y,1, ,36.992234,126.926745
616,삼성어린이집,경기도 평택시 이충동 444-11번지,Y,1, ,37.057789,127.060802
617,아이비어린이집,경기도 평택시 포승읍 원정리 448-9번지,Y,2, ,36.9926621,126.843015
618,토평초등학교(병설),경기도 구리시 토평동 611-3번지,Y,1,6,37.587451,127.146459
619,교문초등학교(병설),경기도 구리시 교문동 732번지,Y,1,6,37.597719,127.133649
620,동인초등학교(병설),경기도 구리시 인창동 495-48번지,Y,2,5,37.610869,127.133985
621,샘터유치원,경기도 의정부시 민락동 579번지,Y,1, ,37.7380048,127.0945162
622,산내들유치원,경기도 의정부시 민락동 692-3번지,Y,1, ,37.740374,127.0933958
623,성지어린이집,경기도 의정부시 신곡동 359-1번지,Y,1, ,37.729375,127.060418
624,연화유치원,경기도 의정부시 의정부동 517-1번지,Y,1, ,37.736385,127.0395651
625,유정유치원,경기도 의정부시 신곡동 774-1번지,Y,1, ,37.7512577,127.0813434
626,자비유치원,경기도 의정부시 의정부동 9-13번지,Y,1, ,37.7449523,127.0519744
627,열매유치원,경기도 의정부시 호원동 430번지,Y,1, ,37.7234046,127.0487417
628,경기어린이집,경기도 의정부시 신곡동 95-1번지,Y,1, ,37.7445961,127.063995
629,호원승리어린이집,경기도 의정부시 호원동 291-4번지,Y,1, ,37.7207238,127.0413577
630,참다운어린이집,경기도 의정부시 녹양동 83-93번지,Y,1, ,37.7589218,127.038097
631,어룡어린이집,경기도 의정부시 용현동 524-2번지,Y,1, ,37.7430616,127.0822038
632,YMCA어린이집,경기도 의정부시 의정부동 560번지,Y,1, ,37.734461,127.0418465
633,경의초등학교,경기도 의정부시 의정부동 366번지,Y,2, ,37.734143,127.051268
634,금오초등학교,경기도 의정부시 금오동 234-47번지,Y,2, ,37.756143,127.065999
635,녹양초등학교,경기도 의정부시 녹양동 398번지,Y,2, ,37.763362,127.036438
636,동암초등학교,경기도 의정부시 장암동 37-52번지,Y,2, ,37.723229,127.054179
637,동오초등학교,경기도 의정부시 신곡동 669-3번지,Y,2, ,37.744516,127.058356
638,민락초등학교,경기도 의정부시 민락동 692-2번지,Y,2, ,37.741766,127.094759
639,발곡초등학교,경기도 의정부시 신곡동 727-3번지,Y,2, ,37.728279,127.062973
640,배영초등학교,경기도 의정부시 의정부동 229-2번지,Y,2, ,37.747693,127.046876
641,부용초등학교,경기도 의정부시 민락동 756-6번지,Y,2, ,37.735915,127.090651
642,삼현초등학교,경기도 의정부시 민락동 893번지,Y,1, ,37.751115,127.1157809
643,성모유치원,경기도 의정부시 의정부동 429-6번지,Y,1, ,37.7399226,127.0430185
644,유람유치원,경기도 의정부시 신곡동 440-1번지,Y,1, ,37.7352449,127.0591855
645,삼성유치원,경기도 의정부시 용현동 39-93번지,Y,1, ,37.7343196,127.0857618
646,늘푸른유치원,경기도 의정부시 녹양동 80번지,Y,1, ,37.7591732,127.0361088
647,그림유치원,경기도 의정부시 의정부동 554-5번지,Y,1, ,37.7348206,127.0408594
648,꿈빛사랑어린이집,경기도 의정부시 민락동 559번지,Y,1, ,37.7393252,127.0918792
649,샛별어린이집,경기도 의정부시 가능동 698-1번지,Y,1, ,37.7442922,127.0278962
650,한우리썸머힐어린이집,경기도 의정부시 용현동 391-2번지,Y,1, ,37.7369751,127.077221
651,예쁜우리어린이집,경기도 의정부시 민락동 559-1번지,Y,1, ,37.739041,127.0916978
652,튼튼어린이집,경기도 의정부시 의정부동 393-1번지,Y,1, ,37.7301381,127.052009
653,코지랜드어린이집,경기도 의정부시 녹양동 158-19번지,Y,1, ,37.7590282,127.0343607
654,라빈츠킨더어린이집,경기도 의정부시 금오동 465-3번지,Y,1, ,37.7488369,127.0605579
655,청룡보듬이 나눔이 어린이집,경기도 의정부시 신곡동 708-11번지,Y,1, ,37.7329836,127.0570756
656,한터어린이집,경기도 의정부시 민락동 784번지,Y,1, ,37.7453068,127.0906354
657,오산원당초등학교,경기도 오산시 원동 30-22번지,Y,2,5,37.1422645,127.0909576
658,오산원일초등학교,경기도 오산시 원동 360-19번지,Y,2,12,37.13920332,127.0716946
659,운산초등학교,경기도 오산시 오산동 923-1번지,Y,2,12,37.15263986,127.0775339
660,운암초등학교,경기도 오산시 원동 815-5번지,Y,2,6,37.14385358,127.0762159
661,운천초등학교,경기도 오산시 부산동 778-4번지,Y,1,12,37.15595067,127.0797617
662,원동초등학교,경기도 오산시 원동 805번지,Y,2,12,37.13552815,127.069748
663,금암초등학교,경기도 오산시 금암동 510번지,Y,2,6,37.17873366,127.043949
664,문시초등학교,경기도 오산시 금암동 518번지,Y,1,12,37.17428195,127.0452751
665,필봉초등학교,경기도 오산시 금암동 486번지,Y,1,12,37.17882755,127.0523812
666,다온초등학교,경기도 오산시 부산동 794번지,Y,3,18,37.1519816,127.0908929
667,근혜유치원,경기도 오산시 원동 752-2번지 근혜유치원,Y,1,5,37.147748,127.0718215
668,대일유치원,경기도 오산시 원동 807번지 동부삼환아파트,Y,1,6,37.13354976,127.0705773
669,별새꽃유치원,경기도 오산시 갈곶동 251번지 우림아파트,Y,1,15,37.13055277,127.0722262
670,예인유치원,경기도 오산시 부산동 779-1번지 오산운암3단지주공아파트,Y,1,6,37.15362697,127.0782193
671,동화마을유치원,경기도 오산시 오산동 912-7번지 동화마을어린이집,Y,1,6,37.1570389,127.0764159
672,동탄자연유치원,경기도 오산시 외삼미동 150-5번지 자연유치원,Y,1,4,37.19699626,127.0602858
673,드림아이 유치원,경기도 오산시 오산동 919-16번지 미앤미피부관리센타,Y,1,4,37.15640975,127.077747
674,창의나라 유치원,경기도 오산시 금암동 534-1번지,Y,1,6,37.171456,127.0494621
675,숲속사랑 유치원,경기도 오산시 내삼미동 859-14번지 숲속사랑유치원,Y,1,12,37.17452569,127.0567516
676,물향기 유치원,경기도 오산시 내삼미동 886번지,Y,1,6,37.17582771,127.0548565
677,펀키즈 유치원,경기도 오산시 세교동 401번지 펀키즈유치원,Y,1,4,37.18794191,127.0346338
678,뿌리 유치원,경기도 오산시 양산동 359-3번지 양산새마을금고,Y,1,4,37.19600682,127.0256784
679,숲속다원유치원,경기도 오산시 서동 275번지,Y,1,6,37.1517966,127.0377376
680,지예뜰유치원,경기도 오산시 원동 639-13번지,Y,1,6,37.13756982,127.0838707
681,예인나라어린이집,경기도 오산시 외삼미동 179-7번지,Y,1,3,37.19768231,127.057759
682,시립수청어린이집,경기도 오산시 내삼미동 879번지,Y,2,6,37.1741988,127.0549003
683,아람어린이집,경기도 오산시 수청동 528-1번지,Y,1,6,37.163757,127.058621
684,로뎀장애아전담 어린이집,경기도 오산시 궐동 55-21번지,Y,1,4,37.15770546,127.069042
685,시립가온어린이집,경기도 오산시 오산동 34-5번지,Y,1,17,37.15954961,127.0768564
686,청원어린이집,경기도 오산시 오산동 833-5번지,Y,1,6,37.15370636,127.0723906
687,시립오산어린이집,경기도 오산시 원동 760-5번지,Y,1,5,37.14711857,127.0711383
688,시립비둘기어린이집,경기도 오산시 원동 807-4번지,Y,1,6,37.133451,127.0722111
689,하얀뜰어린이집,경기도 오산시 갈곶동 273-19번지,Y,1,3,37.13167054,127.0715434
690,키즈청호어린이집,경기도 오산시 고현동 34번지,Y,1,3,37.1353187,127.083875
691,시립예일어린이집,경기도 오산시 갈곶동 106번지,Y,1,6,37.1351622,127.0668153
692,베이비캐슬어린이집,경기도 오산시 은계동 3-7번지,N,0,4,37.16270797,127.0752047
693,동부어린이집,경기도 오산시 은계동 2-5번지,N,0,4,37.1631209,127.0753106
694,구세군샛별어린이집,경기도 오산시 은계동 33번지,Y,1,6,37.160625,127.073337
695,둥근해어린이집,경기도 오산시 궐동 621-1번지,N,0,7,37.161239,127.0565077
696,나리어린이집,경기도 오산시 오산동 25번지,Y,1,17,37.15936876,127.0778335
697,경희어린이집,경기도 오산시 가수동 113-3번지,N,0,6,37.14549253,127.0512101
698,그린어린이집,경기도 오산시 오산동 861-14번지,N,0,4,37.1497758,127.0696108
699,대일어린이집,경기도 오산시 오산동 324-26번지,Y,2,5,37.15401087,127.0694738
700,아이사랑어린이집,경기도 오산시 원동 494-2번지,Y,1,6,37.1339152,127.073235
701,중앙어린이집,경기도 오산시 청학동 8-6번지,N,0,13,37.15342661,127.0637019
702,창의나라 유치원,경기도 오산시 금암동 534-1번지,Y,1,6,37.171456,127.0494621
703,물향기 유치원,경기도 오산시 내삼미동 886번지,Y,1,6,37.17582771,127.0548565
704,펀키즈 유치원,경기도 오산시 세교동 401번지 펀키즈유치원,Y,1,4,37.18794191,127.0346338
705,숲속다원유치원,경기도 오산시 서동 275번지,Y,1,6,37.1517966,127.0377376
706,오르다유치원,경기도 오산시 원동 121-1번지,Y,1,6,37.14391269,127.0795105
707,예인나라어린이집,경기도 오산시 외삼미동 179-7번지,Y,1,3,37.19768231,127.057759
708,베스트어린이집,경기도 오산시 외삼미동 158-4번지,Y,1,3,37.197877,127.0614234
709,아람어린이집,경기도 오산시 수청동 528-1번지,Y,1,6,37.163757,127.058621
710,시립매홀어린이집,경기도 오산시 수청동 557번지,Y,1,13,37.17202696,127.0588254
711,새싹뜰어린이집,경기도 오산시 은계동 20-1번지,Y,1,7,37.162625,127.073557
712,시립가온어린이집,경기도 오산시 오산동 34-5번지,Y,1,17,37.15954961,127.0768564
713,청원어린이집,경기도 오산시 오산동 833-5번지,Y,1,6,37.15370636,127.0723906
714,시립나눔이보듬이어린이집,경기도 오산시 가장동 375-5번지,Y,1,15,37.1624049,127.040123
715,시립오산어린이집,경기도 오산시 원동 760-5번지,Y,1,5,37.14711857,127.0711383
716,시립비둘기어린이집,경기도 오산시 원동 807-4번지,Y,1,6,37.133451,127.0722111
717,지구촌어린이집,경기도 오산시 은계동 78번지,Y,1,6,37.1607324,127.072015
718,키즈청호어린이집,경기도 오산시 고현동 34번지,Y,1,3,37.1353187,127.083875
719,영락어린이집,경기도 오산시 궐동 55-7번지,Y,1,6,37.15771308,127.0683167
720,베이비캐슬어린이집,경기도 오산시 은계동 3-7번지,N,0,4,37.16270797,127.0752047
721,좋은아이어린이집,경기도 오산시 수청동 407-4번지,Y,1,5,37.164621,127.0609014
722,구세군샛별어린이집,경기도 오산시 은계동 33번지,Y,1,6,37.160625,127.073337
723,둥근해어린이집,경기도 오산시 궐동 621-1번지,N,0,7,37.161239,127.0565077
724,경희어린이집,경기도 오산시 가수동 113-3번지,N,0,6,37.14549253,127.0512101
725,대일어린이집,경기도 오산시 오산동 324-26번지,Y,2,5,37.15401087,127.0694738
726,리틀램어린이집,경기도 오산시 벌음동 329번지,N,0,3,37.142546,127.035169
727,중앙어린이집,경기도 오산시 청학동 8-6번지,N,0,13,37.15342661,127.0637019
728,아이마루어린이집,경기도 오산시 갈곶동 270-1번지,N,0,6,37.131331,127.070859
729,늘해랑어린이집,경기도 오산시 궐동 621-9번지,Y,1,7,37.161017,127.056815
730,자연어린이집,경기도 오산시 원동 621번지,Y,1,6,37.14081183,127.0812905
731,지움 어린이집,경기도 오산시 누읍동 621번지 휴먼시아,Y,1,6,37.1400538,127.0517557
732,키즈맘 어린이집,경기도 오산시 누읍동 626-4번지,N,0,6,37.1395376,127.0528629
733,i노리터 어린이집,경기도 오산시 누읍동 627-1번지,N,0,6,37.14020778,127.053304
734,시립남부어린이집,경기도 오산시 원동 404-10번지,Y,1,12,37.13856495,127.0723256
735,행복아이 어린이집,경기도 오산시 누읍동 629-6번지,Y,1,6,37.13946141,127.053947
736,시립푸른숲 어린이집,경기도 오산시 갈곶동 302-23번지,N,0,13,37.12731698,127.0767023
737,남면 양덕분교초등학교,경기도 양주시 남면 한산리 272-1번지,Y,,6,37.90860539,126.9984126
738,상수초등학교,경기도 양주시 남면 상수리 443-2번지,Y,,8,37.86899917,126.9879712
739,덕도초등학교,경기도 양주시 광적면 석우리 525-14번지,Y,,8,37.840557,126.9775693
740,양주백석초등학교,경기도 양주시 백석읍 오산리 524번지,Y,,12,37.796341,126.985962
741,연곡초등학교,경기도 양주시 백석읍 연곡리 13-3번지,Y,,8,37.80707641,126.961825
742,삼상초등학교,경기도 양주시 장흥면 삼상리 288번지,Y,,18,37.70010983,126.9300683
743,광사초등학교,경기도 양주시 광사동 660번지,Y,,12,37.79145535,127.0838368
744,만송초등학교,경기도 양주시 만송동 702번지,Y,,12,37.79758453,127.0851608
745,율정초등학교,경기도 양주시 옥정동 1028번지,Y,,12,37.82806456,127.096064
746,옥정초등학교,경기도 양주시 옥정동 956번지,Y,,7,37.823341,127.0884162
747,사랑유치원,경기도 양주시 고암동 121-7번지,Y,,12,37.834928,127.070855
748,동심유치원,경기도 양주시 백석읍 복지리 184-1번지,Y,,4,37.79166153,126.992631
749,늘해랑어린이집,경기도 오산시 궐동 621-9번지,Y,1,7,37.161017,127.056815
